ID,account_type,gender,age,region_code,dc_cons_apr,dc_cons_may,dc_cons_jun,cc_count_apr,cc_count_may,cc_count_jun,dc_count_apr,dc_count_may,dc_count_jun,card_lim,personal_loan_active,vehicle_loan_active,personal_loan_closed,vehicle_loan_closed,investment_1,investment_2,investment_3,investment_4,debit_amount_apr,credit_amount_apr,debit_count_apr,credit_count_apr,max_credit_amount_apr,debit_amount_may,credit_amount_may,credit_count_may,debit_count_may,max_credit_amount_may,debit_amount_jun,credit_amount_jun,credit_count_jun,debit_count_jun,max_credit_amount_jun,loan_enq,cc_cons
5115,current,M,37,713.0,,61.87716183298886,,13.0,17.0,7.0,,1.0,,292403.0,,,,,,,,,73042.9927607407,315234.37415387074,12.0,4.0,110637.36345717216,262315.1570272081,143617.118691844,2.0,7.0,538930.2016000542,827525.7022481244,561375.1366010804,3.0,14.0,272301.69269195705,,28652.0
9840,current,M,43,682.0,45726.30084517794,,15118.744277574116,15.0,17.0,4.0,1.0,,5.0,421089.0,,,,,,,,,275671.92728640285,26654.43350426415,19.0,1.0,317713.1756190661,863619.9811102517,455405.9844643461,4.0,10.0,444530.8839895365,1206320.7669431232,4841.180330094527,5.0,10.0,390180.0058641153,,10495.0
18222,saving,M,29,305.0,,43631.20716707335,105.27042281428179,15.0,25.0,26.0,,5.0,3.0,31333.0,,,,,,,,,226430.3087161336,64612.122959357686,20.0,5.0,73362.15055572469,160254.1868820059,395165.49648124026,3.0,16.0,449635.57819478755,1440165.43191185,729660.0116328539,20.0,24.0,399747.9231568257,,3903.0
2739,current,M,37,449.0,,,,7.0,10.0,6.0,,,,42352.0,,,,,,,29288.258020212914,,24936.48628275928,585989.927449608,14.0,5.0,408304.2892378716,73826.86648669059,363985.10032393155,2.0,6.0,492379.6306993325,295547.176875717,355655.17993599235,4.0,6.0,577433.0206410524,,2019.0
4407,current,M,35,861.0,,25520.985473370776,,7.0,7.0,25.0,,2.0,2.0,50759.0,,,,,,,,,209319.32134001315,446400.1360580753,8.0,3.0,72849.49879731027,826534.7095970993,405692.5416819367,2.0,8.0,429148.2393748568,368002.1788509572,1956203.773882212,8.0,10.0,324255.5708735826,,884.0
13923,current,M,42,511.0,,,22472.426020743722,8.0,3.0,29.0,,,25.0,265523.0,,,,,,,,,672874.4487257731,,6.0,,,,339420.048872654,2.0,0.0,179276.1664903759,995402.3406935271,,0.0,28.0,,,10832.0
5625,current,F,32,283.0,,,,2.0,3.0,14.0,,,3.0,95000.0,,,,,,,,,647888.4931089897,258840.0784103793,13.0,1.0,111674.11693330354,219137.426882042,104365.20663150423,1.0,5.0,412971.71988964453,26860.597432880342,264375.1779487424,4.0,17.0,92212.50535964542,,8983.0
6682,current,M,36,851.0,9254.22213765641,,,3.0,11.0,11.0,10.0,,7.0,64360.0,,,,,,,,,406600.9866259051,48062.167430302325,29.0,5.0,195124.41760806253,371767.3598398725,1009810.473579542,9.0,30.0,261092.2372534673,1842840.6966511558,1295679.9105694264,3.0,38.0,190783.77695665887,,1437.0
18464,current,M,55,545.0,,,,4.0,9.0,2.0,,,,355911.0,,,,,,,,,324978.25353036186,209263.49234667895,38.0,2.0,578148.2357797137,1005495.6640367856,177320.12288301555,7.0,21.0,67570.50289273435,43940.587604270666,1680498.4188975245,6.0,4.0,61039.255062462566,,58716.0
13642,current,F,30,697.0,6683.2297006355175,,,4.0,2.0,6.0,2.0,,1.0,67475.0,,,,,,,,,552699.5469971437,556069.125940846,5.0,3.0,37257.34367010778,821900.176421076,579933.6491578473,1.0,4.0,170729.53118685173,649572.62254562,40408.42905144922,2.0,8.0,45100.282875596844,,673.0
17937,current,M,27,745.0,,6308.740242239896,,16.0,14.0,6.0,,16.0,2.0,80237.0,,,,,,,,,209257.33555900046,139869.06960223426,29.0,7.0,449479.28960234893,622627.8240561145,177875.30095173515,1.0,22.0,11488.155538332963,350353.6277765075,1763321.0070140513,8.0,13.0,89983.52909068289,,26221.0
15440,current,M,42,763.0,,,,12.0,13.0,14.0,,,,383965.0,,,,,,,,,651685.0800737699,521407.7965006774,13.0,1.0,226894.6751867025,69564.43731676911,784041.7091272656,3.0,4.0,326123.64557016635,1008921.0270463569,1807947.6370924944,4.0,9.0,39532.67128480942,,14915.0
16074,current,M,27,799.0,,17003.498350028913,15101.406943559668,28.0,10.0,31.0,,3.0,4.0,62548.0,,,,,,332746.44468395656,,,3720586.115014629,103767.33014443856,,2.0,589977.8769345073,439007.5261060178,13347.160672339121,5.0,11.0,6072.132253735056,679470.1931778973,1028734.2439702328,5.0,13.0,410460.26908953703,,16336.0
15050,current,M,41,866.0,,5844.1203243482605,,7.0,6.0,34.0,,3.0,,78382.0,,,,,,,,,608916.4964403845,,22.0,0.0,,357279.62073915405,828545.6480588075,5.0,14.0,142055.27831976124,1263838.5229254283,1400148.1868315905,2.0,11.0,398146.35543488135,,13891.0
14916,current,M,27,535.0,15059.562941802264,3656.500634601607,767.462040106568,6.0,2.0,8.0,11.0,24.0,29.0,76476.0,,,,,,,,,534229.9633532965,157079.43229141747,15.0,1.0,336453.32327857945,572168.0529161729,479059.5891427188,6.0,34.0,303226.76510997553,311996.2583559496,1864178.7205758675,9.0,50.0,195915.2066790905,,16000.0
7140,current,M,25,549.0,17651.719286181306,26593.552504614414,1285.903734302102,11.0,6.0,14.0,3.0,9.0,13.0,12914.0,,,,,,,,,642305.845449138,105555.44562741695,8.0,4.0,127757.97126333124,292374.0841949534,296534.8561531533,4.0,11.0,239493.816793274,1024572.0286244124,1096102.6187777664,8.0,29.0,556371.9929575635,,15235.0
7710,current,M,29,683.0,,,,21.0,33.0,58.0,,,,49538.0,,,,,,,,,184522.4176610802,431654.6120890658,15.0,5.0,335110.4824587716,954398.254553317,580455.0939488246,4.0,9.0,487258.642421185,233589.85256563692,1520761.1575287776,4.0,3.0,172117.8729189005,,8367.0
3944,current,F,33,344.0,,,,2.0,,22.0,,,,46987.0,,,,,,,,,,,,0.0,,,,,,,,,,,,Y,2254.0
18752,current,M,34,215.0,11140.68304303762,35512.001627539925,,5.0,12.0,7.0,11.0,4.0,6.0,23985.0,,,,,,115481.29524813787,,,37114.24728597561,163772.67321108322,30.0,4.0,465632.35344452615,505179.3474731295,82331.9402265494,4.0,33.0,497316.4175499765,755573.6439051059,1272705.9827237634,12.0,28.0,114376.44102948453,,20194.0
16145,current,M,37,541.0,16704.0523423547,35473.36207132489,,2.0,,13.0,4.0,2.0,3.0,421384.0,,,,,,,,,369533.511737069,599928.3828463842,21.0,6.0,307816.43766746693,633040.8917179757,273117.4639643998,5.0,15.0,69889.03698464026,1434880.6460011932,1426591.3848267875,9.0,27.0,277579.3475600214,,12996.0
18466,current,M,34,693.0,,,,11.0,7.0,4.0,,,,33120.0,,,,,,,,,123606.96454567106,,5.0,,,830989.4184564026,,0.0,1.0,,732929.9189961199,238522.2047951509,5.0,2.0,95328.97048413756,,22628.0
3014,current,F,32,720.0,9562.468223794593,,,13.0,18.0,19.0,1.0,,,82303.0,,,,,,,,,674873.5203277962,452918.35805652436,2.0,1.0,557308.1004962603,961465.8221708364,,0.0,1.0,,393551.8947289769,333272.30165138136,2.0,6.0,267132.4638065296,,8523.0
10055,current,M,41,527.0,,,,8.0,9.0,5.0,,,,85201.0,,,,,,,,,676329.6186653237,552293.7789457057,7.0,2.0,118097.51528491588,491098.0649422754,541743.1840747767,5.0,7.0,273448.08586642554,873716.3203202423,1232709.1014462323,6.0,16.0,624074.1860235232,,13299.0
4942,current,M,42,595.0,,,,19.0,15.0,10.0,,,,644632.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,1194.0
16012,current,M,33,329.0,,44979.97023031639,,2.0,2.0,21.0,,2.0,4.0,85181.0,,,,,,,,,643645.6491903226,625895.4622901414,25.0,1.0,178154.128719634,673483.4540627432,575292.8542688384,21.0,9.0,164389.05470371613,629711.0858752178,542814.4976442995,2.0,31.0,591654.8162168396,,16311.0
7383,current,M,40,835.0,,,,11.0,5.0,32.0,,,,87494.0,,,1.0,1.0,,,,,116447.1023035605,,0.0,,,,,,,,,,,,,,7674.0
13802,current,F,47,221.0,,,,3.0,,14.0,,,,457791.0,,,,1.0,,,,,124504.11610625465,159566.31251485858,4.0,1.0,208143.60834546146,115651.1251565238,88560.67524894848,2.0,14.0,117636.03674831775,829030.0311641183,9757.782585608698,4.0,4.0,330301.80663569074,,6758.0
16821,current,M,29,619.0,,35308.0801776355,,16.0,5.0,33.0,,3.0,1.0,73815.0,,,,1.0,,,,,475913.7186687923,152584.07627738465,12.0,1.0,95312.40187889047,818659.0358212476,944894.6620026114,13.0,18.0,426230.5710278896,448196.0784041072,1278758.51208998,9.0,15.0,532380.8593311368,,4220.0
1211,saving,M,42,715.0,,,,1.0,1.0,32.0,,,,160466.0,1.0,,,,,,4218.642529114834,,502679.3423588838,405082.7341064201,0.0,2.0,555868.2659496961,268023.60964611266,,0.0,1.0,,,786075.2147638963,1.0,0.0,56285.00131355543,,15979.0
213,current,M,31,243.0,,,13654.997197023378,6.0,19.0,6.0,,,4.0,65496.0,,1.0,,,,,,,371887.73523262655,141599.49483095465,10.0,1.0,375879.79307252273,396949.89571593073,1022364.182176198,1.0,10.0,209438.5373395104,1396788.7721427786,1814347.725849984,3.0,7.0,91032.84238573506,Y,10530.0
10710,current,F,37,508.0,30119.206977885093,,,39.0,41.0,63.0,2.0,,,262461.0,,,,,,163774.70149190526,,,513966.2380444272,377976.4715229836,7.0,1.0,36699.5754249274,171280.14885473507,131915.03530150387,1.0,3.0,383428.61142714036,57181.16920976418,1619344.3757381984,2.0,6.0,328200.48093578225,,3228.0
2059,current,M,28,530.0,4280.964924146651,36596.03478087645,,4.0,15.0,12.0,1.0,1.0,,91124.0,,,,,,,,,178776.2429127382,557315.1215244011,19.0,3.0,515065.6227394078,648826.0697456256,957916.9692842949,1.0,11.0,365820.7283819257,1518247.3020553526,354068.81102895056,4.0,4.0,482851.2822716503,,676.0
4634,current,M,28,549.0,,,,7.0,5.0,33.0,,,,55279.0,,,,,,,,,347320.237661925,93054.16713478052,15.0,2.0,35341.06742879936,322002.6560617683,553449.5209824648,3.0,11.0,2585.696883030932,600800.7087558147,169049.08623474246,9.0,6.0,615945.2048209085,,2603.0
7429,current,M,48,143.0,5638.348203084143,,669.3069569907011,6.0,7.0,33.0,4.0,,11.0,220971.0,,,,,,,,,378614.7160676208,,20.0,0.0,,961963.803045262,977720.0483725058,2.0,15.0,568686.8869404595,497822.0162348995,868477.9865973863,3.0,19.0,486450.90942290064,,30385.0
312,current,M,27,700.0,20853.777083319044,3112.4878384695508,13164.859713513972,,3.0,10.0,11.0,1.0,4.0,5817.0,,,,,,,,,21777.111402868417,534793.6609057429,10.0,3.0,516091.0719351437,724843.4647312637,33870.432671736184,4.0,5.0,188207.17948650225,1460168.360715174,1893458.0546744952,4.0,16.0,434736.43198497134,,17598.0
16741,current,M,31,726.0,,24655.05919067146,9244.62920775347,5.0,3.0,1.0,,4.0,13.0,2857.0,,,,,,,,,474917.5535682186,115070.37927517615,14.0,5.0,314611.48011773784,910158.8113295176,522067.63769804366,6.0,13.0,374445.87577975396,1547653.9754226475,1783040.934275891,4.0,24.0,112118.0621766475,,5255.0
6788,current,M,38,728.0,,,,6.0,9.0,12.0,,,,36371.0,,,,,,21499.334771687816,,,296705.21226374496,214123.60391118808,11.0,1.0,309747.04963727284,487553.8979184573,898231.6126646657,1.0,9.0,577542.7405752491,112950.80582413315,1916987.8407860529,3.0,14.0,639669.5266313117,,15798.0
6089,current,M,38,713.0,,30503.361890760123,2631.295983972539,,3.0,5.0,,7.0,1.0,120265.0,,,,,,,,,296983.0828192541,310863.2452739166,23.0,6.0,345022.1363598106,417850.3227744972,832663.3878645678,13.0,46.0,196086.0064418255,8417.149241567564,46723.17103354662,19.0,35.0,413807.5622802925,,13299.0
17237,saving,M,32,540.0,,,,47.0,19.0,7.0,,,,197949.0,,,,,,,,,399795.30410368985,232020.1190990669,19.0,2.0,426400.5696802256,865551.5401824933,684713.3181096918,2.0,9.0,29030.780797616382,1914629.83223345,430351.2366626288,5.0,10.0,610582.4723687916,,867.0
5829,saving,M,34,247.0,614.0655235144312,,,6.0,3.0,7.0,2.0,,,117960.0,,,,,,,,,307288.5498556262,322198.4307949998,41.0,3.0,118136.84680418724,309545.1934349791,1052535.0855131964,5.0,20.0,18069.27568442284,42987.283456869256,262552.80044785194,4.0,16.0,368215.10683879646,,20076.0
11299,current,M,53,543.0,,40587.64505041437,,37.0,38.0,23.0,,1.0,1.0,27674.0,,,,,,431579.9361666125,,,159242.45835067474,44994.506753217516,18.0,2.0,77381.32373441996,730018.0141873738,69032.30883681751,6.0,6.0,264831.09858923376,560444.8765346969,928128.6476280356,1.0,5.0,555890.1632974414,,5135.0
18653,current,M,66,745.0,,,,7.0,30.0,33.0,,,,186316.0,,,,,,614081.9026258431,,,25587.74619013481,89252.71707494592,18.0,4.0,548763.8506267614,175888.22042514823,774142.220362092,3.0,8.0,513247.6259773913,1604023.5114492318,59499.11634641612,3.0,8.0,162817.76652600223,,6478.0
14001,saving,M,31,493.0,14789.441010867358,30364.57482891225,6211.571937104272,1.0,,16.0,2.0,11.0,17.0,62908.0,,,,,,,,,105278.65631725863,349335.98446467746,25.0,2.0,378662.60069829185,383793.90779275284,377554.8387582198,7.0,38.0,210808.23118227962,1209932.4346015227,435182.00552566,6.0,33.0,495686.702482279,,7369.0
4197,current,M,34,715.0,76363.83493597622,25270.902464041737,11856.45269558344,1.0,4.0,4.0,6.0,9.0,8.0,219789.0,,,,,,,,,668418.6864124264,546373.181535752,24.0,5.0,440536.60465779813,72100.34401802885,735758.9910164105,4.0,21.0,731.8214349026018,174054.09622819314,239063.4097182311,4.0,32.0,329536.65701407014,,19736.0
4969,current,M,28,238.0,,,,14.0,28.0,17.0,,,,31487.0,,,,,,,,,36981.7540043763,113167.0638881881,5.0,2.0,341991.0760824388,1035465.5119808144,394810.4004593634,2.0,4.0,29991.717094106927,1828755.92063742,1134878.4567630172,3.0,1.0,104222.67264128909,,354.0
11902,current,M,50,748.0,,19674.945102791622,1496.2717917407513,3.0,3.0,26.0,,4.0,10.0,14872.0,,,,,2842007.0862439782,,,,243188.93472859703,125621.02685090547,5.0,1.0,193631.2031609272,248392.75969168034,296492.7570960594,2.0,6.0,169299.0047137989,813025.5665264631,1089161.28773433,4.0,30.0,383499.94781043584,,17214.0
9493,current,M,42,582.0,,,,16.0,10.0,25.0,,,,88010.0,,,,,,,,,159260.95293148275,412476.1258615429,6.0,1.0,108895.46704347967,622457.8276930953,844945.9991916134,4.0,8.0,285462.19073486177,625922.5110654158,1580895.4598926194,3.0,21.0,376907.2277827919,,3713.0
6229,saving,F,59,702.0,,24783.332456157837,2575.254934792169,13.0,6.0,18.0,,1.0,4.0,270697.0,,,,,,,,,57261.13710577832,362903.06845823076,13.0,3.0,425659.1495715565,872311.7791163934,29395.769738944884,2.0,5.0,102942.9672780107,345681.41867600835,1361381.9307129646,2.0,14.0,448657.15877643117,,4697.0
18337,current,M,44,612.0,14447.160118316491,,,4.0,7.0,66.0,3.0,,1.0,4304.0,,,,,,,55262.186834272834,,558818.2998561132,217613.33132854674,5.0,1.0,371631.7060251151,402504.74481377186,1046973.0084796677,4.0,3.0,188786.7681014703,45777.907072139766,1337100.2166070729,12.0,14.0,213996.2710094145,,9589.0
3196,current,F,51,752.0,,,14550.414909388139,3.0,4.0,25.0,,,4.0,55168.0,,,,,,,,,675094.1691747991,528230.0659656208,11.0,2.0,445332.4393296784,1001347.2272280572,454387.0282714386,1.0,5.0,344257.4160573217,872433.0997364409,1499727.6555492913,8.0,9.0,435508.92216122773,,4739.0
6126,current,M,32,255.0,,,,3.0,12.0,16.0,,,,22360.0,,,,,,,,,424051.2490402056,,4.0,0.0,,44388.66761094057,287374.1012168935,3.0,2.0,576662.1728397778,1967604.131294367,543310.0051567089,2.0,7.0,382492.87525323336,,3330.0
11146,saving,M,38,677.0,5945.272689606056,,,2.0,3.0,26.0,2.0,,,84161.0,1.0,,,,,,,,573281.0466356482,332531.78381613706,2.0,1.0,222379.92352420773,424272.7912231138,315084.5912763708,2.0,6.0,450759.23378326435,1578783.0636125854,37520.26908829431,9.0,8.0,494673.6379200528,,15582.0
12577,saving,M,40,526.0,,,,6.0,18.0,31.0,,,,248615.0,,,,,,,,,9719225.03265899,134714.02209315143,,1.0,586261.8063421778,,1059448.3511218044,1.0,0.0,77778.420772234,309042.6111115002,950827.2106350344,2.0,1.0,391402.73135014623,,29911.0
18507,current,M,41,551.0,,,,11.0,7.0,33.0,,,1.0,83872.0,,,,,,,72570.03359605139,,455015.73979990865,646170.5176773721,29.0,1.0,325217.97458615486,257326.4292435552,,0.0,1.0,,375992.29248566023,1790488.0611630862,3.0,6.0,289620.29249729763,,4121.0
7816,current,M,31,743.0,,15496.748999158755,14995.124620180244,9.0,24.0,15.0,,2.0,4.0,90668.0,,,,,,,,,568986.6972735936,502098.0668304521,17.0,2.0,600317.3881161986,298034.52300860605,759396.7413116492,2.0,13.0,278049.94802333205,602008.4410839103,1703464.2999891534,8.0,19.0,318504.8096889617,,13343.0
8990,current,M,38,688.0,2157.8222635516972,25850.17395854422,8693.730374615512,1.0,8.0,8.0,2.0,10.0,10.0,61486.0,,,,,,152686.10293178106,,,340484.3391793811,346891.9568392045,14.0,4.0,335641.41246308264,610695.8572339279,441346.2957948607,7.0,40.0,545549.4906358842,1470423.0844480237,393004.1153107921,7.0,32.0,494227.0710565589,,4222.0
15123,saving,M,63,261.0,15831.499174353892,,,5.0,3.0,12.0,2.0,,,28735.0,,,,1.0,,381396.9488644978,,,468172.59165754024,40956.49853843322,29.0,1.0,343635.36125720496,652807.3598701631,542639.4608575014,2.0,14.0,530332.5219010743,255426.5456937177,690198.4148325485,5.0,9.0,85380.63465358265,,19046.0
8741,current,M,34,358.0,15129.008889464387,168.53511401808848,7028.486259702844,8.0,5.0,24.0,3.0,8.0,8.0,61376.0,1.0,,,,,308071.78613839514,,,175716.5375223759,612958.8454869647,10.0,6.0,437013.3107906842,629784.7738057396,581092.0431888945,1.0,14.0,572144.8996431152,7547.402787442968,202864.20814060234,6.0,19.0,48248.702501138825,,15736.0
3072,current,M,34,682.0,,17006.858018422354,,2.0,4.0,9.0,,1.0,,24760.0,,,1.0,,,,,,132912.35305513235,158472.44234307585,4.0,3.0,278095.99247287854,116627.78750217328,784970.8419075606,4.0,10.0,55302.24960069352,1140973.251912777,898852.8767196116,5.0,13.0,416310.6103391485,,28907.0
14324,current,M,27,632.0,,,,7.0,6.0,5.0,,,,91137.0,,,,,,,,,599284.3126825353,280062.6583411287,22.0,3.0,52341.57568747382,434007.0290500129,467932.4261388198,4.0,17.0,568060.1206925289,895724.5955944147,540058.9946775319,8.0,16.0,582390.204014715,,12415.0
17628,current,M,47,607.0,13031.74141071173,28511.84923818325,13004.073195859644,11.0,33.0,11.0,10.0,3.0,5.0,281491.0,,,1.0,,,,,,367211.98697618704,609410.826702862,35.0,6.0,371402.68122877454,252055.51688853788,98716.00840719356,6.0,29.0,537350.6058267918,1520566.1435318554,1164699.7371096734,7.0,33.0,192707.593023066,,12334.0
15014,current,M,46,522.0,,10141.528707867896,,15.0,18.0,13.0,,2.0,,346927.0,,,,,,,,,271258.2563631684,243456.0196248573,14.0,2.0,213902.52345103648,446218.8305994479,143973.3549156207,3.0,7.0,427763.33733256225,900484.2416015904,1097918.8292701244,4.0,24.0,147607.3769747258,,10898.0
16975,current,M,37,529.0,5965.744445992948,14152.756303735716,,12.0,8.0,27.0,30.0,27.0,35.0,218192.0,,,,,,,,,443673.30290361337,485786.9157823118,61.0,7.0,366301.88584808336,264388.2670590997,292432.52292031504,9.0,51.0,626904.7081632223,1638386.980218783,1014740.3423354748,3.0,52.0,70844.29878308637,,19970.0
1641,current,M,33,278.0,3882.6488858963257,28291.76521691164,9728.926918206704,3.0,4.0,4.0,5.0,9.0,6.0,100695.0,1.0,,,,,199258.54345265753,,,84949.96989827977,435882.5081932364,23.0,2.0,319349.93549713603,138364.1324821217,524981.4714668503,4.0,19.0,426985.9440118607,1838578.4790144984,227137.47427364465,4.0,32.0,308784.059442005,,16436.0
7631,current,M,25,606.0,,,5509.647486515354,1.0,2.0,25.0,,,1.0,42559.0,,,,,,,,,305295.37018183264,222568.17854537207,14.0,1.0,336193.1141012142,829134.2813587892,481454.841837765,1.0,9.0,203604.642501117,1002969.6305995316,868632.5997725622,2.0,8.0,538507.2097258087,,1697.0
7868,current,M,37,515.0,,1630.2093272443146,,5.0,3.0,10.0,,1.0,2.0,36339.0,,,,,,,,,251120.32906561025,653394.2057011757,5.0,5.0,591196.1588417641,16878.16547822877,691158.098215432,7.0,10.0,72605.22916970284,1749509.314652186,1222699.4928144,2.0,16.0,262966.2533033664,,8570.0
9610,current,M,32,527.0,11886.070193080328,44261.92984437952,8264.336674792628,5.0,3.0,22.0,10.0,15.0,14.0,100222.0,,,,,,,,,371854.4319683444,609351.0230653207,30.0,1.0,218595.5164956146,597190.7821066912,920458.5151474432,11.0,35.0,494953.1296438471,1540322.885845436,51566.376611545085,62.0,18.0,401823.13397902367,,4371.0
19844,current,M,38,807.0,,,,2.0,1.0,30.0,,,,287279.0,,,,,,,,,268651.3257071486,574322.3686995605,35.0,6.0,133672.4899363243,302835.9732118251,425182.27146790456,7.0,18.0,243340.70583812922,1835272.7824900253,1318405.2590164456,9.0,0.0,421848.9959491587,,1219.0
19406,current,M,30,744.0,,,,2.0,3.0,23.0,,,,38681.0,,,,,,,,,,,,,,,,,,,,,,,,,4179.0
12925,current,M,43,510.0,9247.193911560542,29452.213220659287,9396.350760828536,8.0,10.0,32.0,2.0,5.0,2.0,248749.0,,,,,,,,,295197.0348443765,345366.71836803114,19.0,6.0,400118.8095329079,288498.7427268284,241046.3924899495,3.0,32.0,169795.79674945926,1152902.1389574048,1167161.9440336805,6.0,13.0,392045.6873175656,,4255.0
10684,current,F,28,215.0,,,,26.0,10.0,8.0,,,,22900.0,1.0,,,,,,,,,,,,,,,,,,,415719.42520370986,1.0,3.0,236498.214084218,,19327.0
3590,saving,M,37,309.0,,15996.201846322949,13189.873590559311,1.0,6.0,3.0,,6.0,16.0,98721.0,,,,,,,,,577251.4459305521,575957.4300758217,27.0,1.0,156552.32489573688,666329.6951028721,648600.2485856988,8.0,14.0,490253.1786755003,789600.7514924221,724351.4130338889,4.0,22.0,135228.17216219736,,32185.0
4099,current,M,28,679.0,6693.437656325427,25693.85288198073,11176.978834725463,2.0,1.0,24.0,2.0,3.0,17.0,7747.0,,,1.0,,,,,,329663.753590668,569123.5494393114,16.0,1.0,525347.1628111306,1105331.9826182788,208324.7482789432,1.0,6.0,7404.028050164235,1968768.431217097,1463558.8613719437,5.0,17.0,645297.7095113294,,2444.0
14261,current,M,26,701.0,9643.449370469772,38888.36280145693,,3.0,1.0,4.0,1.0,1.0,,71638.0,,,,,,,,,368759.6553915424,455683.41083500953,8.0,10.0,444872.32227524,904961.1037271472,513386.0332595717,2.0,17.0,466339.5396371368,1661099.7689988532,1483849.787620591,4.0,19.0,15762.816727226702,,20367.0
13286,current,M,47,542.0,266.689634849666,,,6.0,3.0,19.0,1.0,,,261600.0,,,1.0,,1945346.423047628,,,,211624.13542615817,541650.3172648717,13.0,1.0,557456.8502086693,133434.86200452005,756137.1613485565,3.0,17.0,238621.3064116757,1751848.460494157,45805.59520413999,10.0,13.0,523450.9812893941,,19463.0
2086,current,F,55,293.0,,42999.345082322034,,2.0,6.0,27.0,,1.0,,281563.0,,,1.0,1.0,,,,,379735.43723156716,577526.2878605565,8.0,2.0,223770.52712354693,388906.5811393278,759039.9114800198,1.0,2.0,541847.6231944534,1520608.629258573,252104.85310041852,2.0,7.0,538441.9291927305,,26340.0
17119,saving,M,32,526.0,,18656.319752565403,9461.681513705866,22.0,22.0,37.0,,9.0,11.0,12228.0,,,,,,,,,138520.16208648,489196.05667668424,1.0,5.0,238059.701231602,789669.2356014082,440512.0287004658,5.0,13.0,200860.0361072552,919471.9688783536,685978.7161127927,6.0,10.0,104900.33670261844,,8270.0
16969,current,M,35,228.0,2630.9197921924633,7986.688734526661,,10.0,9.0,18.0,1.0,3.0,7.0,107793.0,1.0,,1.0,,,,,,614062.1607965726,409549.39948867937,2.0,3.0,255184.2886508031,628390.285758967,,0.0,5.0,,1929753.5757468138,965706.4023067622,4.0,15.0,416619.5800351199,,20387.0
10670,current,M,37,427.0,,,2734.937274339309,5.0,3.0,30.0,,,3.0,99962.0,,,1.0,,,,,,395373.8807944233,350516.86776908877,23.0,3.0,76345.43198190133,664066.3600528691,43186.88064195353,2.0,7.0,408880.7529757128,763123.27017969,1331901.7299290672,4.0,12.0,633249.6525401602,,11911.0
8509,current,M,44,710.0,18170.082580347767,30419.91500442733,5629.566686518662,7.0,9.0,25.0,4.0,2.0,9.0,96014.0,,,,,,,,,265627.7601304197,324603.8730303781,17.0,5.0,45707.720963078966,607323.9180739279,948932.0815126285,1.0,7.0,604804.7832009192,1010535.700218442,358359.7187314235,5.0,16.0,177649.24476746086,,20146.0
9974,saving,F,35,521.0,,,,14.0,16.0,26.0,,,,145001.0,1.0,,,,,,,,,,,,,,,,,,,,,6.0,,,24544.0
410,current,F,25,696.0,198.68841580780872,32063.820253274876,14158.676160509374,11.0,4.0,29.0,6.0,11.0,3.0,33783.0,,,,,,,,,217854.86953517332,145191.53896460406,17.0,3.0,314080.4780961852,178241.4497154639,127815.661956646,8.0,18.0,118635.97927448676,218724.9202588348,479120.9070865071,15.0,19.0,122806.23796367618,,20160.0
2791,saving,M,38,224.0,,,,4.0,10.0,21.0,,,1.0,466108.0,,,,,,,,,205187.46665889485,361622.6564388534,1.0,1.0,540532.3957298463,651217.5815061334,17631.414444014754,1.0,2.0,5825.847392671634,,,,9.0,,,16233.0
18916,current,M,48,137.0,,,,8.0,4.0,13.0,,,,436142.0,,,,,,1055444.5570736409,,,642984.2510085881,5199.501394319604,21.0,12.0,555312.9886368217,983863.609134718,791011.8416846243,2.0,15.0,538567.9211552163,206242.10421988176,1902112.2449359645,6.0,9.0,531143.3493219648,,2073.0
18673,current,M,28,809.0,,,,4.0,13.0,9.0,,,,4786.0,,,,,,,,,602651.9831285963,436711.6196408696,8.0,2.0,521057.7323084602,458714.1477832743,1089858.8031574078,6.0,5.0,146812.691589289,1907912.5403454376,745746.4766503144,8.0,5.0,109196.29950287695,,18354.0
19685,current,M,29,517.0,12988.523655953986,24990.71446879315,14556.059740944016,,1.0,9.0,5.0,5.0,11.0,54284.0,,,,,,,,,147244.69622310426,419089.90497533476,30.0,2.0,28959.974299759928,199381.46791638146,20829.91832245788,3.0,37.0,443479.9159884483,1624326.6697168732,1405188.3566406309,9.0,29.0,33510.8176213626,,390.0
6569,current,M,36,831.0,7217.653975773018,36384.664314791306,,49.0,43.0,63.0,1.0,3.0,1.0,72377.0,,,,,,,,,145159.68153240907,481356.57297269156,31.0,4.0,199631.7517458759,18010.476051675192,279623.16289093625,1.0,22.0,399725.8175968886,76111.07304619055,112673.00661461295,4.0,25.0,107455.0022148582,,1625.0
5659,current,F,45,516.0,13497.44780188195,5144.917510173046,10611.542184616137,3.0,2.0,17.0,1.0,2.0,7.0,250290.0,,,,,,223513.46690095426,,,601515.6458843248,409568.38150900416,11.0,3.0,532670.8384277135,753573.0860814838,846169.23543643,1.0,17.0,75150.18455496483,1291141.0711036413,795131.5277261995,2.0,10.0,576544.0695030267,,27086.0
8902,saving,M,45,762.0,16267.026563811543,,,16.0,12.0,3.0,3.0,,3.0,38315.0,,,,,,,,,400750.6928868789,179391.49506405773,19.0,1.0,465890.6915348139,744959.1405612864,336511.6700910396,1.0,12.0,359952.0131981631,83451.19810365405,1160813.0270836502,10.0,10.0,213593.881422897,,8300.0
